
	Screening and Risk Factors Report for United States by County
(2008-2010 County Level Modeled Estimate Combining BRFSS & NHIS)

Ever Smoked
"All Races (includes Hispanic), Both Sexes, Ages 18+"
Healthy People 2020 Objective Number: n/a

Sorted by Percent

County, FIPS,Met Objective?(1),"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Finney County, Kansas",20055,n/a,39.9 ,33.2, 46.5
"Jefferson County, Mississippi",28063,n/a,39.9 ,27.1, 52.7
"Monmouth County, New Jersey",34025,n/a,39.9 ,34.2, 45.5
"Banner County, Nebraska",31007,n/a,39.8 ,26.1, 53.5
"Chatham County, North Carolina",37037,n/a,39.8 ,31.7, 47.9
"Denver County, Colorado",08031,n/a,39.8 ,34.2, 45.4
"Hale County, Alabama",01065,n/a,39.8 ,30.1, 49.4
"Lake County, Colorado",08065,n/a,39.8 ,27.4, 52.1
"Navajo County, Arizona",04017,n/a,39.8 ,31.3, 48.2
"Thayer County, Nebraska",31169,n/a,39.8 ,29.5, 50.1
"Ada County, Idaho",16001,n/a,39.7 ,31.3, 48.0
"Caroline County, Virginia",51033,n/a,39.7 ,30.1, 49.4
"Dawson County, Nebraska",31047,n/a,39.7 ,30.3, 49.1
"Hennepin County, Minnesota",27053,n/a,39.7 ,35.1, 44.2
"Manatee County, Florida",12081,n/a,39.7 ,32.2, 47.2
"Spotsylvania County, Virginia",51177,n/a,39.7 ,31.6, 47.8
"Summit County, Colorado",08117,n/a,39.7 ,27.9, 51.6
"Berks County, Pennsylvania",42011,n/a,39.6 ,33.5, 45.8
"Charleston County, South Carolina",45019,n/a,39.6 ,33.0, 46.3
"Dougherty County, Georgia",13095,n/a,39.6 ,30.8, 48.5
"Glenn County, California",06021,n/a,39.6 ,30.3, 48.9
"Jefferson County, Alabama",01073,n/a,39.6 ,34.4, 44.8
"Kleberg County, Texas",48273,n/a,39.6 ,29.7, 49.5
"Montgomery County, Mississippi",28097,n/a,39.6 ,29.9, 49.3
"Rice County, Minnesota",27131,n/a,39.6 ,31.2, 48.0
"San Luis Obispo County, California",06079,n/a,39.6 ,31.6, 47.5
"Seminole County, Florida",12117,n/a,39.6 ,32.2, 47.1
"Beaufort County, South Carolina",45013,n/a,39.5 ,32.9, 46.0
"Chesterfield County, Virginia",51041,n/a,39.5 ,31.9, 47.0
"Chittenden County, Vermont",50007,n/a,39.5 ,32.3, 46.8
"Daggett County, Utah",49009,n/a,39.5 ,23.9, 55.2
"Floyd County, Texas",48153,n/a,39.5 ,28.5, 50.5
"Gooding County, Idaho",16047,n/a,39.5 ,30.8, 48.2
"Harford County, Maryland",24025,n/a,39.5 ,32.0, 47.1
"Keya Paha County, Nebraska",31103,n/a,39.5 ,26.3, 52.8
"Moore County, Texas",48341,n/a,39.5 ,29.7, 49.2
"San Francisco County, California",06075,n/a,39.5 ,33.6, 45.3
"Washington County, Mississippi",28151,n/a,39.5 ,30.5, 48.5
"Brown County, Wisconsin",55009,n/a,39.4 ,32.0, 46.9
"Chesapeake City, Virginia",51550,n/a,39.4 ,31.7, 47.1
"Fluvanna County, Virginia",51065,n/a,39.4 ,29.6, 49.2
"Grant County, Washington",53025,n/a,39.4 ,31.5, 47.3
"Island County, Washington",53029,n/a,39.4 ,30.0, 48.7
"Jackson County, Illinois",17077,n/a,39.4 ,28.3, 50.5
"Lafayette County, Mississippi",28071,n/a,39.4 ,30.2, 48.7
"Morrow County, Oregon",41049,n/a,39.4 ,27.3, 51.5
"Parmer County, Texas",48369,n/a,39.4 ,28.9, 49.9
"St. John the Baptist Parish, Louisiana",22095,n/a,39.4 ,30.7, 48.0
"Suffolk County, Massachusetts",25025,n/a,39.4 ,32.7, 46.0
"Terry County, Texas",48445,n/a,39.4 ,27.1, 51.8
"Adams County, Colorado(5)",08001,n/a,39.3 ,32.4, 46.3
"Chase County, Kansas",20017,n/a,39.3 ,26.7, 51.9
"Choctaw County, Alabama",01023,n/a,39.3 ,31.4, 47.2
"Decatur County, Kansas",20039,n/a,39.3 ,27.0, 51.6
"Gallatin County, Montana",30031,n/a,39.3 ,30.0, 48.7
"Liberty County, Georgia",13179,n/a,39.3 ,29.3, 49.2
"Sumter County, Florida",12119,n/a,39.3 ,31.0, 47.6
"Albany County, Wyoming",56001,n/a,39.2 ,25.2, 53.1
"Evangeline Parish, Louisiana",22039,n/a,39.2 ,31.2, 47.2
"Lincoln County, South Dakota",46083,n/a,39.2 ,30.2, 48.2
"Santa Cruz County, Arizona",04023,n/a,39.2 ,30.3, 48.0
"Washington County, Wisconsin",55131,n/a,39.2 ,31.1, 47.2
"Douglas County, Nebraska",31055,n/a,39.1 ,32.7, 45.5
"Marengo County, Alabama",01091,n/a,39.1 ,30.4, 47.9
"Norfolk County, Massachusetts",25021,n/a,39.1 ,31.7, 46.5
"Jefferson County, Arkansas",05069,n/a,39.0 ,32.0, 45.9
"Leavenworth County, Kansas",20103,n/a,39.0 ,29.9, 48.2
"Randall County, Texas",48381,n/a,39.0 ,28.4, 49.7
"Polk County, Texas",48373,n/a,38.9 ,27.6, 50.3
"Wabaunsee County, Kansas",20197,n/a,38.9 ,25.9, 51.8
"Alachua County, Florida",12001,n/a,38.8 ,30.0, 47.6
"Bolivar County, Mississippi",28011,n/a,38.8 ,29.3, 48.3
"Denton County, Texas",48121,n/a,38.8 ,32.6, 45.1
"Ford County, Kansas",20057,n/a,38.8 ,29.9, 47.6
"Henrico County, Virginia",51087,n/a,38.8 ,31.1, 46.4
"Humphreys County, Mississippi",28053,n/a,38.8 ,27.3, 50.2
"Madison County, Alabama",01089,n/a,38.8 ,32.2, 45.4
"Buena Vista County, Iowa",19021,n/a,38.7 ,29.9, 47.5
"El Dorado County, California",06017,n/a,38.7 ,30.5, 46.8
"Franklin County, Idaho",16041,n/a,38.7 ,28.6, 48.9
"Monterey County, California",06053,n/a,38.7 ,31.8, 45.6
"New Castle County, Delaware",10003,n/a,38.7 ,32.6, 44.8
"Norfolk City, Virginia",51710,n/a,38.7 ,30.2, 47.3
"Winnebago County, Illinois",17201,n/a,38.7 ,30.7, 46.8
"Whitman County, Washington",53075,n/a,38.6 ,26.9, 50.3
"Buckingham County, Virginia",51029,n/a,38.5 ,27.7, 49.2
"Coosa County, Alabama",01037,n/a,38.5 ,27.1, 50.0
"James City County, Virginia",51095,n/a,38.5 ,29.5, 47.5
"Yakima County, Washington",53077,n/a,38.5 ,30.9, 46.1
"Bonneville County, Idaho",16019,n/a,38.4 ,29.5, 47.3
"Cherokee County, Georgia",13057,n/a,38.4 ,30.3, 46.4
"Lee County, Georgia",13177,n/a,38.4 ,28.5, 48.3
"Newton County, Georgia",13217,n/a,38.4 ,29.3, 47.4
"Philadelphia County, Pennsylvania",42101,n/a,38.4 ,33.7, 43.0
"Sarpy County, Nebraska",31153,n/a,38.4 ,30.3, 46.6
"Virginia Beach City, Virginia",51810,n/a,38.4 ,32.0, 44.8
"Benton County, Oregon",41003,n/a,38.3 ,29.2, 47.4
"Contra Costa County, California",06013,n/a,38.3 ,34.0, 42.7
"Hall County, Georgia",13139,n/a,38.3 ,30.0, 46.5
"Rockingham County, Virginia",51165,n/a,38.3 ,29.0, 47.5
"Santa Fe County, New Mexico",35049,n/a,38.3 ,30.8, 45.9
"Schenectady County, New York",36093,n/a,38.3 ,30.2, 46.4
"Carroll County, Maryland",24013,n/a,38.2 ,29.8, 46.6
"Cassia County, Idaho",16031,n/a,38.2 ,30.6, 45.8
"Clarke County, Georgia",13059,n/a,38.2 ,27.4, 48.9
"Douglas County, Kansas",20045,n/a,38.2 ,28.7, 47.7
"Onondaga County, New York",36067,n/a,38.2 ,31.6, 44.9
"Ramsey County, Minnesota",27123,n/a,38.2 ,32.6, 43.8
"Caldwell County, Texas",48055,n/a,38.1 ,29.1, 47.0
"Colusa County, California",06011,n/a,38.1 ,28.1, 48.0
"Gaines County, Texas",48165,n/a,38.1 ,27.2, 49.1
"Highland County, Virginia",51091,n/a,38.1 ,23.9, 52.2
"Latah County, Idaho",16057,n/a,38.1 ,28.0, 48.1
"Millard County, Utah",49027,n/a,38.1 ,28.3, 47.8
"Tooele County, Utah",49045,n/a,38.1 ,29.1, 47.0
"Cumberland County, Virginia",51049,n/a,38.0 ,28.1, 47.9
"Frederick County, Maryland",24021,n/a,38.0 ,30.0, 46.1
"Holmes County, Ohio",39075,n/a,38.0 ,27.0, 49.0
"Knox County, Missouri",29103,n/a,38.0 ,24.9, 51.1
"Pecos County, Texas",48371,n/a,38.0 ,26.8, 49.1
"Providence County, Rhode Island",44007,n/a,38.0 ,31.8, 44.1
"San Joaquin County, California",06077,n/a,38.0 ,32.5, 43.4
"Henry County, Georgia",13151,n/a,37.9 ,30.5, 45.3
"Lewis County, Idaho",16061,n/a,37.9 ,24.3, 51.4
"Perry County, Alabama",01105,n/a,37.9 ,27.6, 48.2
"Sedgwick County, Kansas",20173,n/a,37.9 ,31.1, 44.6
"Richland County, South Carolina",45079,n/a,37.8 ,31.7, 43.9
"Shelby County, Tennessee",47157,n/a,37.8 ,32.2, 43.3
"Edwards County, Texas",48137,n/a,37.7 ,23.3, 52.1
"Arthur County, Nebraska",31005,n/a,37.6 ,24.2, 51.1
"Box Elder County, Utah",49003,n/a,37.6 ,28.1, 47.1
"Dakota County, Minnesota",27037,n/a,37.6 ,31.5, 43.7
"Jerome County, Idaho",16053,n/a,37.6 ,28.8, 46.4
"Leon County, Florida",12073,n/a,37.6 ,30.2, 45.1
"Sharkey County, Mississippi",28125,n/a,37.6 ,25.6, 49.5
"Jerauld County, South Dakota",46073,n/a,37.5 ,24.3, 50.8
"Kendall County, Illinois",17093,n/a,37.5 ,28.0, 47.0
"Yuba County, California",06115,n/a,37.5 ,28.8, 46.2
"Nobles County, Minnesota",27105,n/a,37.4 ,28.1, 46.6
"Washington County, Minnesota",27163,n/a,37.4 ,29.6, 45.2
"Zapata County, Texas",48505,n/a,37.4 ,24.8, 50.0
"Deuel County, South Dakota",46039,n/a,37.3 ,26.4, 48.2
"Summit County, Utah",49043,n/a,37.3 ,27.7, 46.8
"Texas County, Oklahoma",40139,n/a,37.3 ,27.3, 47.4
"Clayton County, Georgia",13063,n/a,37.2 ,28.7, 45.6
"Costilla County, Colorado",08023,n/a,37.2 ,25.0, 49.4
"Prince Georges County, Maryland",24033,n/a,37.2 ,31.7, 42.8
"Story County, Iowa",19169,n/a,37.2 ,30.6, 43.8
"Tarrant County, Texas",48439,n/a,37.2 ,32.4, 41.9
"Ventura County, California",06111,n/a,37.2 ,32.0, 42.4
"Wake County, North Carolina",37183,n/a,37.2 ,31.1, 43.3
"Weld County, Colorado(5)",08123,n/a,37.2 ,29.7, 44.7
"Clark County, Nevada",32003,n/a,37.1 ,32.4, 41.7
"Dallas County, Iowa",19049,n/a,37.1 ,29.0, 45.2
"Logan County, Nebraska",31113,n/a,37.1 ,23.8, 50.4
"Montgomery County, Virginia",51121,n/a,37.1 ,29.1, 45.2
"Putnam County, Illinois",17155,n/a,37.1 ,24.4, 49.8
"Wilcox County, Alabama",01131,n/a,37.1 ,26.5, 47.6
"Pulaski County, Missouri",29169,n/a,37.0 ,27.6, 46.5
"Bingham County, Idaho",16011,n/a,36.9 ,28.7, 45.1
"Lamb County, Texas",48279,n/a,36.9 ,26.9, 46.8
"Travis County, Texas",48453,n/a,36.9 ,32.1, 41.8
"Washington County, North Carolina",37187,n/a,36.9 ,27.3, 46.5
"Forsyth County, North Carolina",37067,n/a,36.8 ,29.7, 43.9
"Osceola County, Florida",12097,n/a,36.8 ,29.2, 44.4
"Stanislaus County, California",06099,n/a,36.8 ,30.8, 42.8
"Boone County, Missouri",29019,n/a,36.7 ,27.5, 45.8
"Washington County, Oregon",41067,n/a,36.7 ,30.3, 43.0
"Maricopa County, Arizona",04013,n/a,36.6 ,33.1, 40.0
"McPherson County, Nebraska",31117,n/a,36.6 ,23.1, 50.2
"Camden County, New Jersey",34007,n/a,36.3 ,30.6, 41.9
"Canyon County, Idaho",16027,n/a,36.3 ,28.5, 44.1
"Hillsborough County, Florida",12057,n/a,36.3 ,31.3, 41.2
"Honolulu County, Hawaii",15003,n/a,36.3 ,32.2, 40.5
"Fremont County, Idaho",16043,n/a,36.2 ,27.0, 45.4
"Los Alamos County, New Mexico",35028,n/a,36.2 ,26.5, 45.9
"Rapides Parish, Louisiana",22079,n/a,36.2 ,29.4, 43.0
"Terrell County, Texas",48443,n/a,36.2 ,20.4, 52.0
"Deaf Smith County, Texas",48117,n/a,36.1 ,26.0, 46.1
"Douglas County, Colorado",08035,n/a,36.1 ,29.2, 42.9
"Marin County, California",06041,n/a,36.1 ,28.9, 43.3
"Williamson County, Texas",48491,n/a,36.1 ,28.4, 43.7
"Hudson County, New Jersey",34017,n/a,36.0 ,30.4, 41.7
"Johnson County, Iowa",19103,n/a,36.0 ,27.0, 45.0
"St. Louis City, Missouri",29510,n/a,36.0 ,29.7, 42.3
"Yuma County, Arizona",04027,n/a,36.0 ,25.0, 47.1
"Apache County, Arizona",04001,n/a,35.9 ,26.2, 45.6
"Dallas County, Texas",48113,n/a,35.9 ,31.7, 40.1
"Olmsted County, Minnesota",27109,n/a,35.9 ,29.3, 42.4
"Albemarle County, Virginia",51003,n/a,35.8 ,27.1, 44.5
"Forsyth County, Georgia",13117,n/a,35.8 ,26.6, 44.9
"Iron County, Utah",49021,n/a,35.7 ,25.6, 45.7
"Lynn County, Texas",48305,n/a,35.7 ,24.9, 46.6
"Bertie County, North Carolina",37015,n/a,35.6 ,25.2, 46.0
"Tompkins County, New York",36109,n/a,35.6 ,26.4, 44.7
"Dane County, Wisconsin",55025,n/a,35.5 ,29.7, 41.3
"Greene County, Alabama",01063,n/a,35.5 ,26.2, 44.8
"Choctaw County, Mississippi",28019,n/a,35.4 ,21.7, 49.1
"Fort Bend County, Texas",48157,n/a,35.4 ,29.0, 41.9
"Benton County, Arkansas",05007,n/a,35.3 ,28.3, 42.4
"Brazos County, Texas",48041,n/a,35.3 ,24.9, 45.7
"Eagle County, Colorado",08037,n/a,35.3 ,26.2, 44.5
"Shelby County, Alabama",01117,n/a,35.3 ,27.8, 42.9
"Talbot County, Georgia",13263,n/a,35.3 ,22.8, 47.8
"Cecil County, Maryland",24015,n/a,35.2 ,25.9, 44.4
"Hardee County, Florida",12049,n/a,35.2 ,26.5, 44.0
"Dorchester County, South Carolina",45035,n/a,35.1 ,26.5, 43.7
"Edwards County, Kansas",20047,n/a,35.1 ,23.4, 46.7
"McPherson County, South Dakota",46089,n/a,35.0 ,21.9, 48.1
"Orange County, North Carolina",37135,n/a,35.0 ,27.6, 42.5
"Yolo County, California",06113,n/a,35.0 ,27.0, 42.9
"Boulder County, Colorado(5)",08013,n/a,34.9 ,28.4, 41.5
"District of Columbia",11001,n/a,34.9 ,23.5, 46.3
"Santa Barbara County, California",06083,n/a,34.9 ,28.5, 41.4
"Dimmit County, Texas",48127,n/a,34.8 ,23.8, 45.8
"Nicollet County, Minnesota",27103,n/a,34.8 ,25.6, 43.9
"St. Lucie County, Florida",12111,n/a,34.8 ,28.6, 40.9
"Union County, North Carolina",37179,n/a,34.8 ,27.4, 42.2
"El Paso County, Colorado",08041,n/a,34.7 ,28.0, 41.3
"Prince William County, Virginia",51153,n/a,34.7 ,27.9, 41.5
"Kern County, California",06029,n/a,34.6 ,29.0, 40.1
"Kings County, California",06031,n/a,34.6 ,26.4, 42.9
"Passaic County, New Jersey",34031,n/a,34.6 ,28.7, 40.5
"Bexar County, Texas",48029,n/a,34.5 ,30.4, 38.6
"Dona Ana County, New Mexico",35013,n/a,34.5 ,26.6, 42.4
"Harris County, Texas",48201,n/a,34.5 ,30.9, 38.0
"Milwaukee County, Wisconsin",55079,n/a,34.5 ,29.6, 39.3
"Alexandria City, Virginia",51510,n/a,34.4 ,25.4, 43.4
"Cobb County, Georgia",13067,n/a,34.4 ,28.3, 40.4
"Riverside County, California",06065,n/a,34.4 ,30.1, 38.7
"Seward County, Kansas",20175,n/a,34.4 ,25.0, 43.8
"Sheridan County, Kansas",20179,n/a,34.4 ,22.2, 46.7
"Carver County, Minnesota",27019,n/a,34.3 ,26.1, 42.4
"McHenry County, North Dakota",38049,n/a,34.3 ,24.1, 44.6
"Noxubee County, Mississippi",28103,n/a,34.3 ,24.0, 44.5
"Collin County, Texas",48085,n/a,34.2 ,27.9, 40.4
"Fulton County, Georgia",13121,n/a,34.2 ,28.6, 39.8
"Gwinnett County, Georgia",13135,n/a,34.2 ,28.9, 39.6
"Orange County, Florida",12095,n/a,34.2 ,28.8, 39.7
"Santa Cruz County, California",06087,n/a,34.2 ,27.5, 41.0
"Sutter County, California",06101,n/a,34.2 ,21.7, 46.6
"Wyandotte County, Kansas",20209,n/a,34.2 ,26.2, 42.2
"Howard County, Maryland",24027,n/a,34.1 ,27.3, 40.9
"Jefferson County, Idaho",16051,n/a,34.1 ,25.5, 42.7
"Power County, Idaho",16077,n/a,34.1 ,24.5, 43.8
"Mecklenburg County, North Carolina",37119,n/a,34.0 ,29.0, 38.9
"Beaver County, Oklahoma",40007,n/a,33.9 ,21.5, 46.2
"Manassas Park City, Virginia",51685,n/a,33.9 ,22.4, 45.3
"Sanpete County, Utah",49039,n/a,33.8 ,24.7, 43.0
"Solano County, California",06095,n/a,33.8 ,27.8, 39.8
"Chattahoochee County, Georgia",13053,n/a,33.6 ,14.4, 52.9
"Merced County, California",06047,n/a,33.6 ,27.1, 40.2
"DeKalb County, Georgia",13089,n/a,33.5 ,28.3, 38.7
"Lancaster County, Nebraska",31109,n/a,33.5 ,27.7, 39.3
"Salt Lake County, Utah",49035,n/a,33.5 ,28.5, 38.4
"San Benito County, California",06069,n/a,33.5 ,24.2, 42.7
"Chariton County, Missouri",29041,n/a,33.4 ,21.7, 45.1
"Irion County, Texas",48235,n/a,33.4 ,19.4, 47.4
"Hoke County, North Carolina",37093,n/a,33.3 ,24.7, 41.9
"Johnson County, Kansas",20091,n/a,33.3 ,26.9, 39.6
"Middlesex County, New Jersey",34023,n/a,33.3 ,27.3, 39.3
"Ochiltree County, Texas",48357,n/a,33.3 ,22.4, 44.1
"San Bernardino County, California",06071,n/a,33.3 ,29.4, 37.2
"Wasatch County, Utah",49051,n/a,33.3 ,24.5, 42.2
"Imperial County, California",06025,n/a,33.2 ,23.2, 43.1
"Lipscomb County, Texas",48295,n/a,33.2 ,21.7, 44.6
"Scott County, Minnesota",27139,n/a,33.2 ,24.2, 42.2
"Somerset County, New Jersey",34035,n/a,33.2 ,25.7, 40.7
"Val Verde County, Texas",48465,n/a,33.2 ,24.1, 42.3
"Real County, Texas",48385,n/a,33.1 ,19.9, 46.3
"Arlington County, Virginia",51013,n/a,33.0 ,24.8, 41.1
"Rockland County, New York",36087,n/a,33.0 ,26.1, 39.8
"San Juan County, Utah",49037,n/a,32.9 ,25.0, 40.8
"Westchester County, New York",36119,n/a,32.9 ,28.4, 37.4
"Colfax County, Nebraska",31037,n/a,32.7 ,24.2, 41.1
"Durham County, North Carolina",37063,n/a,32.6 ,25.3, 39.9
"Jackson County, Colorado",08057,n/a,32.4 ,19.5, 45.2
"New York County, New York",36061,n/a,32.3 ,27.9, 36.8
"Polk County, Florida",12105,n/a,32.3 ,26.6, 37.9
"Willacy County, Texas",48489,n/a,32.3 ,21.6, 43.0
"Fairfax County, Virginia",51059,n/a,32.2 ,26.9, 37.5
"Castro County, Texas",48069,n/a,32.1 ,21.6, 42.5
"Frontier County, Nebraska",31063,n/a,32.1 ,20.3, 43.9
"Maverick County, Texas",48323,n/a,32.1 ,21.0, 43.1
"Riley County, Kansas",20161,n/a,32.1 ,21.6, 42.6
"Union County, New Jersey",34039,n/a,32.1 ,26.6, 37.5
"Franklin County, Washington",53021,n/a,32.0 ,23.8, 40.2
"Davis County, Utah",49011,n/a,31.9 ,23.9, 39.8
"Madera County, California",06039,n/a,31.6 ,24.0, 39.1
"San Mateo County, California",06081,n/a,31.6 ,26.6, 36.7
"Alameda County, California",06001,n/a,31.4 ,27.4, 35.3
"Los Angeles County, California",06037,n/a,31.0 ,29.2, 32.8
"Queens County, New York",36081,n/a,30.7 ,27.1, 34.3
"El Paso County, Texas",48141,n/a,30.5 ,25.7, 35.3
"Saguache County, Colorado",08109,n/a,30.5 ,18.7, 42.3
"Washington County, Utah",49053,n/a,30.3 ,21.9, 38.7
"Fresno County, California",06019,n/a,30.2 ,25.4, 35.1
"Loudoun County, Virginia",51107,n/a,30.2 ,22.7, 37.6
"Orange County, California",06059,n/a,30.1 ,26.9, 33.4
"San Diego County, California",06073,n/a,29.9 ,26.7, 33.2
"Teton County, Idaho",16081,n/a,29.9 ,20.7, 39.2
"Cameron County, Texas",48061,n/a,29.8 ,21.0, 38.7
"Miami-Dade County, Florida",12086,n/a,29.7 ,26.3, 33.1
"Webb County, Texas",48479,n/a,29.7 ,20.9, 38.5
"Presidio County, Texas",48377,n/a,29.5 ,19.2, 39.8
"Tulare County, California",06107,n/a,29.3 ,23.5, 35.1
"Bronx County, New York",36005,n/a,29.2 ,24.6, 33.7
"Essex County, New Jersey",34013,n/a,28.7 ,23.9, 33.5
"Clark County, Idaho",16033,n/a,28.6 ,15.7, 41.5
"Santa Clara County, California",06085,n/a,28.6 ,24.7, 32.6
"Madison County, Idaho",16065,n/a,28.5 ,14.7, 42.3
"Starr County, Texas",48427,n/a,28.3 ,16.9, 39.7
"Bailey County, Texas",48017,n/a,28.0 ,16.7, 39.3
"Adams County, Washington",53001,n/a,27.7 ,21.8, 33.6
"Montgomery County, Maryland",24031,n/a,26.8 ,22.0, 31.6
"Hidalgo County, Texas",48215,n/a,26.7 ,21.0, 32.4
"Kings County, New York",36047,n/a,25.7 ,21.9, 29.5
"Utah County, Utah",49049,n/a,25.3 ,18.4, 32.1
"Hanson County, South Dakota",46061,n/a,24.0 ,10.9, 37.1
"Cache County, Utah",49005,n/a,23.1 ,13.3, 32.9
"Clay County, Georgia",13061,n/a,22.0 ,10.6, 33.3

Created by statecancerprofiles.cancer.gov on 11/12/2021 12:06 am.

(1) n/a - There is not a specific Healthy People 2020 Objective for this data item.
"(3) Estimates are based on a statistical model which combines information from the Behavioral Risk Factor Surveillance System and the National Health Interview Survey to correct for nonresponse and undercoverage bias and are enhanced in small areas by borrowing information from similar areas across the nation. For more information, visit sae.cancer.gov."
"(5) Broomfield County, Colorado, became a county in 2001.  Estimates are not available for Broomfield for 2008-2010.  It was formed with areas in four other counties: Adams, Boulder, Jefferson, and Weld.  Their estimates include the area that is currently Broomfield County."

"Alaska Census Area Name Change: please note that Wade Hampton Census Area, AK (FIPS code=02270) was renamed effective July 1, 2015, and the new name is Kusilvak Census Area (FIPS Code=02158). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

Data for United States does not include Puerto Rico.
